Chunk,Layer,Shape,Shape type,Area (mm^2)
Chunk 1,743,1,Polygon,6.3661891076757025
Chunk 1,743,2,Polygon,1.60551160711003
Chunk 1,743,3,Polygon,1.0491461987055652
Chunk 1,743,4,Polygon,0.7486647221823572
Chunk 1,1213,2,Polygon,2.931657271684771
Chunk 1,1213,1,Polygon,1.2371819302805354
Chunk 1,1213,3,Polygon,0.7954726906316384
Chunk 1,1213,4,Polygon,0.6135498777737771
Chunk 1,160,1,Polygon,3.5826798594107068
Chunk 1,160,2,Polygon,1.241043176949197
Chunk 1,160,3,Polygon,0.9964592777820008
Chunk 1,160,4,Polygon,0.6914993525567974
Chunk 1,1181,1,Polygon,1.4290909280979949
Chunk 1,1181,2,Polygon,3.2030415339127165
Chunk 1,1181,3,Polygon,0.8465994798215746
Chunk 1,1181,4,Polygon,0.9550832264056656
Chunk 1,261,1,Polygon,1.4777508774076706
Chunk 1,261,2,Polygon,1.7955562434777632
Chunk 1,261,3,Polygon,0.8205384862811237
Chunk 1,261,4,Polygon,0.9884806717840738
Chunk 1,1304,1,Polygon,1.1279005258209618
Chunk 1,1304,2,Polygon,2.408922155574868
Chunk 1,1304,3,Polygon,1.0064095855856514
Chunk 1,1304,4,Polygon,0.8815628461426473
Chunk 1,681,1,Polygon,2.9366873216274922
Chunk 1,681,2,Polygon,3.15871993948532
Chunk 1,681,3,Polygon,1.0531628947491747
Chunk 1,681,4,Polygon,0.7699791139602894
Chunk 1,2831,1,Polygon,1.7674565828526068
Chunk 1,2831,2,Polygon,2.47002869206524
Chunk 1,2831,3,Polygon,0.5990314158776875
Chunk 1,2831,4,Polygon,0.6719960844327163
Chunk 1,324,1,Polygon,3.0984039921144944
Chunk 1,324,2,Polygon,2.6455973147508796
Chunk 1,324,3,Polygon,0.6273661484878575
Chunk 1,324,4,Polygon,0.7886576918210698
Chunk 1,73,1,Polygon,6.981209976406769
Chunk 1,73,2,Polygon,2.570280171542727
Chunk 1,73,3,Polygon,1.1891008125301394
Chunk 1,73,4,Polygon,0.9529494236639247
Chunk 1,2585,1,Polygon,0.8931866637191984
Chunk 1,2585,3,Polygon,0.4723048783480195
Chunk 1,2585,4,Polygon,0.7633983702613956
Chunk 1,2854,1,Polygon,5.481102449303401
Chunk 1,3143,1,Polygon,1.8395672961609806
Chunk 1,3143,2,Polygon,1.0868018011371026
Chunk 1,3143,3,Polygon,0.7781042860044388
Chunk 1,3143,4,Polygon,0.6278846757615869
Chunk 1,788,1,Polygon,7.702739844128897
Chunk 1,788,2,Polygon,2.598399274996297
Chunk 1,788,3,Polygon,0.637477430325624
Chunk 1,788,4,Polygon,0.5791949647581852
Chunk 1,3482,1,Polygon,2.314378647026337
Chunk 1,3482,2,Polygon,7.006623890356859
Chunk 1,3482,3,Polygon,1.0295732237835702
Chunk 1,3482,4,Polygon,0.8826459542659609
Chunk 1,2191,1,Polygon,1.4314941175567173
Chunk 1,2191,2,Polygon,1.370937669894578
Chunk 1,2191,3,Polygon,1.0241829073479287
Chunk 1,2191,4,Polygon,1.0248529648600961
Chunk 1,3455,1,Polygon,1.5582949266148491
Chunk 1,3455,2,Polygon,1.397297274012695
Chunk 1,3455,3,Polygon,0.8095132318872933
Chunk 1,3455,4,Polygon,0.9923678838965004
Chunk 1,1353,1,Polygon,1.1790019422667375
Chunk 1,1353,3,Polygon,0.47541659768402467
Chunk 1,1353,4,Polygon,0.39216217712320134
Chunk 1,1086,1,Polygon,1.3831196499516543
Chunk 1,1086,2,Polygon,4.4592279206585115
Chunk 1,1086,3,Polygon,0.9029115417488138
Chunk 1,2079,1,Polygon,2.495463615333472
Chunk 1,2079,2,Polygon,1.2298487579229103
Chunk 1,2079,3,Polygon,0.962453859039507
Chunk 1,2079,4,Polygon,0.911948274059888
Chunk 1,1831,1,Polygon,1.0153184474089274
Chunk 1,1831,2,Polygon,2.120163204981891
Chunk 1,1348,1,Polygon,4.192395414354954
Chunk 1,1348,2,Polygon,2.401300282382975
Chunk 1,1348,3,Polygon,0.7483008542374479
Chunk 1,1348,4,Polygon,0.8126999152782935
Chunk 1,180,1,Polygon,1.3490229823192728
Chunk 1,180,3,Polygon,0.9023986074423552
Chunk 1,180,4,Polygon,0.699958828647916
Chunk 1,2044,1,Polygon,1.955897568727926
Chunk 1,2044,2,Polygon,2.4537226705784674
Chunk 1,2044,3,Polygon,0.9200367334463295
Chunk 1,3260,1,Polygon,6.585197640370793
Chunk 1,3260,2,Polygon,1.7610978520355567
Chunk 1,3260,3,Polygon,1.0386729010485416
Chunk 1,3260,4,Polygon,0.9130866869008178
Chunk 1,84,1,Polygon,3.765441073697958
Chunk 1,84,2,Polygon,2.586592583627242
Chunk 1,84,3,Polygon,0.8126960050700768
Chunk 1,84,4,Polygon,0.4189205135154612
Chunk 1,2860,1,Polygon,1.3805793605730317
Chunk 1,2860,2,Polygon,1.4091203936489185
Chunk 1,2860,3,Polygon,0.61584984423952
Chunk 1,2860,4,Polygon,0.5620035705120773
Chunk 1,3066,1,Polygon,1.6677462719553142
Chunk 1,3066,2,Polygon,0.9220159684737115
Chunk 1,3066,3,Polygon,0.984926815919085
Chunk 1,3066,4,Polygon,0.911192596870216
Chunk 1,3501,1,Polygon,3.416373932058516
Chunk 1,3501,2,Polygon,1.8050677991748112
Chunk 1,3501,3,Polygon,0.9558766442029061
Chunk 1,3501,4,Polygon,0.9296523192590795
Chunk 1,1616,1,Polygon,5.40582774937754
Chunk 1,1616,2,Polygon,2.767512704395982
